OrderID,OrderDate,CustomerID,ProductName,Category,Quantity,UnitPrice,Revenue,Region,MarketingChannel,PaymentMethod
2709,2024-03-21,1361,Bluetooth Speaker,Electronics,5,259.76,1298.8,North America,Email,Apple Pay
2710,2025-01-13,1442,Denim Jacket,Fashion,4,459.75,1839.0,Australia,Email,Bank Transfer
2711,2024-12-04,1407,Denim Jacket,Fashion,4,301.68,1206.72,Asia,Email,PayPal
2712,2025-01-04,1495,Yoga Mat,Sports,4,197.95,791.8,Africa,Email,Bank Transfer
2713,2025-01-30,1476,LED Desk Lamp,Furniture,5,203.51,1017.55,North America,Organic Search,PayPal
2714,2024-10-14,1064,Smart Watch,Electronics,2,184.76,369.52,Asia,Google Ads,Credit Card
2715,2025-08-09,1170,LED Desk Lamp,Furniture,3,263.86,791.58,Asia,Meta Ads,Bank Transfer
2716,2025-09-02,1073,Bluetooth Speaker,Electronics,3,296.34,889.02,Africa,Email,Bank Transfer
2717,2024-07-05,1057,Yoga Mat,Sports,1,237.54,237.54,Asia,Meta Ads,PayPal
2718,2025-01-11,1397,LED Desk Lamp,Furniture,1,147.53,147.53,Africa,Google Ads,Apple Pay
2719,2024-02-23,1341,Laptop Backpack,Accessories,5,300.09,1500.45,Europe,Meta Ads,Bank Transfer
2720,2024-04-29,1154,Bluetooth Speaker,Electronics,3,122.48,367.44,North America,Organic Search,Bank Transfer
2721,2024-08-13,1336,Denim Jacket,Fashion,2,70.04,140.08,North America,Google Ads,Credit Card
2722,2025-05-22,1481,Office Chair,Furniture,3,461.48,1384.44,Europe,Google Ads,Credit Card
2723,2025-01-12,1373,Office Chair,Furniture,4,64.34,257.36,Australia,Email,Apple Pay
2724,2024-06-09,1107,Bluetooth Speaker,Electronics,3,374.78,1124.34,Europe,Organic Search,Bank Transfer
2725,2024-09-22,1136,Denim Jacket,Fashion,1,73.97,73.97,Europe,Meta Ads,Credit Card
2726,2025-12-09,1270,Water Bottle,Sports,3,440.15,1320.45,Europe,Meta Ads,Bank Transfer
2727,2025-04-18,1231,Running Shoes,Fashion,5,226.39,1131.95,Asia,Organic Search,PayPal
2728,2024-07-18,1239,Wireless Headphones,Electronics,1,153.76,153.76,North America,Google Ads,Apple Pay
2729,2024-06-05,1416,Denim Jacket,Fashion,5,50.18,250.9,Asia,Email,Credit Card
2730,2024-02-07,1012,Running Shoes,Fashion,4,431.04,1724.16,Europe,Meta Ads,Credit Card
2731,2024-11-12,1095,Bluetooth Speaker,Electronics,4,338.03,1352.12,Europe,Google Ads,Bank Transfer
2732,2024-01-28,1309,Laptop Backpack,Accessories,2,484.48,968.96,North America,Meta Ads,Bank Transfer
2733,2025-06-25,1412,Smart Watch,Electronics,4,496.86,1987.44,North America,Meta Ads,Credit Card
2734,2024-07-21,1193,LED Desk Lamp,Furniture,3,188.51,565.53,Europe,Referral,Bank Transfer
2735,2024-06-29,1464,Wireless Headphones,Electronics,5,329.54,1647.7,Australia,Organic Search,PayPal
2736,2024-12-18,1065,Bluetooth Speaker,Electronics,5,189.08,945.4,Europe,Meta Ads,PayPal
2737,2024-06-22,1077,Denim Jacket,Fashion,2,355.67,711.34,Europe,Referral,PayPal
2738,2024-01-02,1147,Bluetooth Speaker,Electronics,4,351.77,1407.08,Europe,Email,PayPal
2739,2024-05-12,1116,Water Bottle,Sports,4,61.81,247.24,Asia,Google Ads,Bank Transfer
2740,2025-02-10,1046,Wireless Headphones,Electronics,5,488.54,2442.7,North America,Referral,PayPal
2741,2025-02-02,1310,Denim Jacket,Fashion,1,386.96,386.96,Europe,Meta Ads,Bank Transfer
2742,2024-02-09,1050,Wireless Headphones,Electronics,4,79.85,319.4,Africa,Google Ads,Apple Pay
2743,2025-10-22,1432,Office Chair,Furniture,2,448.62,897.24,Australia,Referral,PayPal
2744,2025-12-24,1045,Denim Jacket,Fashion,4,463.06,1852.24,Asia,Referral,Apple Pay
2745,2025-02-16,1244,Yoga Mat,Sports,3,232.46,697.38,Asia,Meta Ads,PayPal
2746,2024-08-02,1496,Yoga Mat,Sports,2,87.98,175.96,Europe,Referral,Credit Card
2747,2025-10-11,1054,LED Desk Lamp,Furniture,3,141.8,425.4,Europe,Email,PayPal
2748,2025-11-11,1350,Running Shoes,Fashion,2,372.44,744.88,Asia,Organic Search,Credit Card
2749,2025-01-21,1093,LED Desk Lamp,Furniture,3,121.31,363.93,North America,Organic Search,PayPal
2750,2025-10-12,1404,Denim Jacket,Fashion,2,52.0,104.0,North America,Referral,Credit Card
2751,2024-10-05,1203,Denim Jacket,Fashion,3,70.18,210.54,Europe,Google Ads,Bank Transfer
2752,2025-11-16,1161,Yoga Mat,Sports,5,475.89,2379.45,North America,Referral,Apple Pay
2753,2024-06-01,1006,Smart Watch,Electronics,2,391.89,783.78,Europe,Organic Search,Credit Card
2754,2025-06-04,1401,Laptop Backpack,Accessories,4,130.03,520.12,Africa,Email,Bank Transfer
2755,2024-03-05,1160,Laptop Backpack,Accessories,4,41.62,166.48,Asia,Email,Credit Card
2756,2024-06-27,1479,Smart Watch,Electronics,3,61.51,184.53,Asia,Google Ads,Credit Card
2757,2025-08-02,1392,Bluetooth Speaker,Electronics,3,225.57,676.71,North America,Referral,Credit Card
2758,2025-08-13,1369,Water Bottle,Sports,5,492.69,2463.45,Australia,Email,Bank Transfer
2759,2025-07-14,1254,Bluetooth Speaker,Electronics,2,48.9,97.8,North America,Meta Ads,Credit Card
2760,2024-09-16,1086,Water Bottle,Sports,2,340.0,680.0,North America,Referral,Bank Transfer
2761,2024-04-08,1069,Smart Watch,Electronics,2,167.59,335.18,Europe,Referral,PayPal
2762,2025-03-16,1463,LED Desk Lamp,Furniture,4,242.12,968.48,Australia,Organic Search,Bank Transfer
2763,2024-02-07,1289,Office Chair,Furniture,4,123.5,494.0,Europe,Organic Search,Bank Transfer
2764,2025-05-10,1118,Smart Watch,Electronics,5,492.84,2464.2,Europe,Meta Ads,Bank Transfer
2765,2025-10-29,1199,Wireless Headphones,Electronics,4,480.39,1921.56,Australia,Referral,Bank Transfer
2766,2025-10-26,1278,Water Bottle,Sports,3,133.87,401.61,Europe,Referral,Apple Pay
2767,2024-07-26,1059,LED Desk Lamp,Furniture,1,322.38,322.38,Africa,Email,Apple Pay
2768,2024-07-11,1015,Office Chair,Furniture,5,325.73,1628.65,Europe,Meta Ads,Credit Card
2769,2024-05-28,1023,Running Shoes,Fashion,1,301.32,301.32,Asia,Google Ads,Apple Pay
2770,2025-05-12,1413,Water Bottle,Sports,3,496.73,1490.19,Australia,Organic Search,Apple Pay
2771,2025-05-06,1003,Wireless Headphones,Electronics,1,87.33,87.33,Australia,Organic Search,Bank Transfer
2772,2024-11-09,1158,Office Chair,Furniture,4,258.28,1033.12,Asia,Referral,Bank Transfer
2773,2025-08-30,1230,Laptop Backpack,Accessories,1,221.5,221.5,Europe,Organic Search,Apple Pay
2774,2025-03-12,1353,Wireless Headphones,Electronics,3,431.79,1295.37,North America,Google Ads,Bank Transfer
2775,2024-09-07,1180,Bluetooth Speaker,Electronics,2,245.72,491.44,North America,Referral,Bank Transfer
2776,2024-10-05,1289,Water Bottle,Sports,5,109.51,547.55,Africa,Organic Search,Credit Card
2777,2024-04-22,1451,LED Desk Lamp,Furniture,3,85.93,257.79,Africa,Meta Ads,Apple Pay
2778,2024-07-29,1025,Bluetooth Speaker,Electronics,5,243.66,1218.3,North America,Meta Ads,Apple Pay
2779,2024-12-24,1056,Running Shoes,Fashion,5,97.33,486.65,Africa,Meta Ads,Bank Transfer
2780,2024-11-02,1120,Smart Watch,Electronics,3,314.76,944.28,Australia,Referral,Apple Pay
2781,2025-09-18,1201,Bluetooth Speaker,Electronics,3,218.69,656.07,Africa,Meta Ads,Apple Pay
2782,2024-12-04,1385,Laptop Backpack,Accessories,3,377.76,1133.28,Asia,Email,Credit Card
2783,2024-11-08,1313,Smart Watch,Electronics,4,293.31,1173.24,Australia,Referral,PayPal
2784,2025-09-14,1124,Laptop Backpack,Accessories,3,297.59,892.77,Asia,Meta Ads,Apple Pay
2785,2025-02-23,1135,Wireless Headphones,Electronics,5,384.35,1921.75,Australia,Meta Ads,PayPal
2786,2024-08-17,1024,LED Desk Lamp,Furniture,3,260.24,780.72,Europe,Referral,Bank Transfer
2787,2024-08-11,1294,Office Chair,Furniture,5,299.67,1498.35,Asia,Google Ads,PayPal
2788,2024-06-10,1053,Wireless Headphones,Electronics,5,233.86,1169.3,North America,Meta Ads,Credit Card
2789,2025-05-05,1389,Wireless Headphones,Electronics,4,176.88,707.52,Australia,Email,PayPal
2790,2024-10-20,1322,Water Bottle,Sports,3,181.61,544.83,Australia,Meta Ads,PayPal
2791,2024-02-08,1125,Wireless Headphones,Electronics,1,164.85,164.85,Australia,Organic Search,Apple Pay
2792,2025-01-25,1475,Smart Watch,Electronics,2,367.3,734.6,Europe,Referral,Credit Card
2793,2024-01-29,1072,Bluetooth Speaker,Electronics,1,85.45,85.45,North America,Meta Ads,Bank Transfer
2794,2024-12-07,1439,Water Bottle,Sports,3,273.81,821.43,Australia,Organic Search,PayPal
2795,2024-12-04,1298,Bluetooth Speaker,Electronics,4,482.64,1930.56,Australia,Organic Search,Credit Card
2796,2025-08-10,1312,Yoga Mat,Sports,1,145.32,145.32,Asia,Referral,Apple Pay
2797,2024-07-12,1132,Bluetooth Speaker,Electronics,4,206.19,824.76,North America,Google Ads,PayPal
2798,2025-07-09,1281,Bluetooth Speaker,Electronics,1,444.81,444.81,Asia,Meta Ads,PayPal
2799,2025-02-21,1080,Running Shoes,Fashion,1,431.83,431.83,Europe,Email,Bank Transfer
2800,2024-10-26,1093,Laptop Backpack,Accessories,4,119.8,479.2,North America,Google Ads,Apple Pay
2801,2024-08-25,1339,Denim Jacket,Fashion,5,219.53,1097.65,Africa,Referral,Credit Card
2802,2024-02-03,1282,Bluetooth Speaker,Electronics,2,293.16,586.32,Asia,Organic Search,Credit Card
2803,2024-06-05,1453,Smart Watch,Electronics,4,230.31,921.24,Asia,Google Ads,Bank Transfer
2804,2024-09-26,1096,Wireless Headphones,Electronics,3,119.76,359.28,Asia,Google Ads,PayPal
2805,2024-08-21,1274,Bluetooth Speaker,Electronics,1,98.42,98.42,Australia,Referral,Apple Pay
2806,2025-03-08,1200,Bluetooth Speaker,Electronics,2,235.26,470.52,Asia,Meta Ads,PayPal
2807,2024-07-24,1068,Office Chair,Furniture,2,319.33,638.66,Europe,Google Ads,PayPal
2808,2024-01-17,1068,Bluetooth Speaker,Electronics,4,295.34,1181.36,North America,Meta Ads,PayPal
2809,2024-01-11,1117,Wireless Headphones,Electronics,2,114.69,229.38,Africa,Organic Search,Bank Transfer
2810,2024-03-10,1375,Smart Watch,Electronics,4,395.99,1583.96,Asia,Google Ads,Bank Transfer
2811,2025-03-13,1072,Denim Jacket,Fashion,5,312.78,1563.9,Asia,Meta Ads,Credit Card
2812,2024-06-26,1142,Bluetooth Speaker,Electronics,2,46.9,93.8,Europe,Meta Ads,Apple Pay
2813,2025-05-14,1087,Yoga Mat,Sports,1,124.06,124.06,Europe,Google Ads,PayPal
2814,2025-07-07,1151,Denim Jacket,Fashion,1,474.34,474.34,Australia,Google Ads,Credit Card
2815,2025-04-10,1367,Running Shoes,Fashion,2,337.72,675.44,Europe,Email,Credit Card
2816,2025-01-17,1029,Denim Jacket,Fashion,4,459.82,1839.28,Asia,Referral,Bank Transfer
2817,2024-04-14,1425,Denim Jacket,Fashion,4,174.14,696.56,Asia,Organic Search,Credit Card
2818,2025-09-29,1402,LED Desk Lamp,Furniture,2,464.32,928.64,North America,Organic Search,Apple Pay
2819,2025-10-17,1277,Yoga Mat,Sports,5,438.75,2193.75,Africa,Meta Ads,Bank Transfer
2820,2025-10-06,1075,Bluetooth Speaker,Electronics,5,438.66,2193.3,North America,Meta Ads,PayPal
2821,2024-11-20,1306,Wireless Headphones,Electronics,5,395.33,1976.65,Asia,Organic Search,Bank Transfer
2822,2025-06-30,1144,Laptop Backpack,Accessories,5,367.86,1839.3,Europe,Meta Ads,Bank Transfer
2823,2024-09-12,1321,Yoga Mat,Sports,4,295.23,1180.92,North America,Meta Ads,Credit Card
2824,2024-05-13,1043,Smart Watch,Electronics,1,77.23,77.23,Africa,Referral,Credit Card
2825,2024-08-29,1356,Bluetooth Speaker,Electronics,5,219.65,1098.25,Australia,Google Ads,Credit Card
2826,2025-04-10,1437,Wireless Headphones,Electronics,4,159.85,639.4,North America,Meta Ads,PayPal
2827,2024-12-26,1053,LED Desk Lamp,Furniture,5,316.28,1581.4,Asia,Meta Ads,Apple Pay
2828,2024-04-22,1252,Smart Watch,Electronics,2,104.24,208.48,Africa,Organic Search,Apple Pay
2829,2024-09-12,1112,Office Chair,Furniture,4,107.26,429.04,North America,Email,Apple Pay
2830,2024-06-02,1073,Smart Watch,Electronics,4,104.55,418.2,Asia,Email,Bank Transfer
2831,2024-07-15,1465,Yoga Mat,Sports,1,352.33,352.33,Europe,Meta Ads,Apple Pay
2832,2024-10-28,1154,Denim Jacket,Fashion,1,166.27,166.27,Australia,Organic Search,Apple Pay
2833,2024-01-13,1138,Denim Jacket,Fashion,1,406.13,406.13,North America,Email,Bank Transfer
2834,2025-06-03,1350,Bluetooth Speaker,Electronics,1,313.8,313.8,Asia,Meta Ads,Bank Transfer
2835,2025-05-23,1131,LED Desk Lamp,Furniture,2,210.69,421.38,Europe,Meta Ads,Apple Pay
2836,2025-02-28,1119,Laptop Backpack,Accessories,2,237.13,474.26,Africa,Organic Search,Apple Pay
2837,2024-06-23,1081,Bluetooth Speaker,Electronics,5,93.73,468.65,Africa,Google Ads,Bank Transfer
2838,2024-12-23,1277,Smart Watch,Electronics,2,408.57,817.14,Europe,Google Ads,Apple Pay
2839,2025-08-09,1371,Running Shoes,Fashion,2,304.41,608.82,North America,Google Ads,Apple Pay
2840,2025-02-24,1111,Wireless Headphones,Electronics,2,303.88,607.76,Asia,Referral,Bank Transfer
2841,2024-08-26,1223,Yoga Mat,Sports,4,340.82,1363.28,Europe,Organic Search,PayPal
2842,2025-09-29,1370,Laptop Backpack,Accessories,2,40.52,81.04,Africa,Google Ads,Apple Pay
2843,2025-11-10,1132,LED Desk Lamp,Furniture,5,32.99,164.95,Australia,Email,Credit Card
2844,2024-07-18,1104,Smart Watch,Electronics,2,334.26,668.52,North America,Google Ads,Apple Pay
2845,2025-08-10,1273,Yoga Mat,Sports,2,50.83,101.66,North America,Meta Ads,PayPal
2846,2024-04-06,1486,Running Shoes,Fashion,1,198.61,198.61,Asia,Referral,Credit Card
2847,2025-12-29,1190,Office Chair,Furniture,2,437.47,874.94,Australia,Organic Search,Bank Transfer
2848,2025-02-15,1152,Wireless Headphones,Electronics,1,386.52,386.52,North America,Referral,Apple Pay
2849,2024-09-25,1284,Office Chair,Furniture,1,206.94,206.94,Asia,Meta Ads,Credit Card
2850,2024-02-13,1406,Water Bottle,Sports,2,293.61,587.22,Australia,Organic Search,Bank Transfer
2851,2025-10-15,1268,Denim Jacket,Fashion,2,419.32,838.64,Australia,Email,Bank Transfer
2852,2025-10-15,1205,Laptop Backpack,Accessories,4,379.49,1517.96,North America,Referral,Bank Transfer
2853,2024-05-12,1111,Laptop Backpack,Accessories,2,73.66,147.32,Europe,Organic Search,PayPal
2854,2024-07-02,1038,Yoga Mat,Sports,2,28.21,56.42,North America,Google Ads,Apple Pay
2855,2024-06-16,1313,Laptop Backpack,Accessories,5,124.14,620.7,North America,Email,Bank Transfer
2856,2025-06-07,1469,LED Desk Lamp,Furniture,1,63.22,63.22,Australia,Organic Search,PayPal
2857,2025-02-20,1301,LED Desk Lamp,Furniture,5,488.85,2444.25,Asia,Referral,Credit Card
2858,2025-10-29,1082,Office Chair,Furniture,2,73.23,146.46,Australia,Google Ads,Credit Card
2859,2024-08-12,1448,Water Bottle,Sports,4,216.71,866.84,Europe,Google Ads,Credit Card
2860,2024-01-06,1178,Yoga Mat,Sports,2,278.84,557.68,Europe,Referral,Bank Transfer
2861,2024-07-12,1446,Smart Watch,Electronics,1,174.45,174.45,North America,Email,PayPal
2862,2024-10-03,1125,Office Chair,Furniture,2,283.92,567.84,North America,Email,PayPal
2863,2025-03-03,1431,LED Desk Lamp,Furniture,2,336.79,673.58,Australia,Referral,Credit Card
2864,2024-03-02,1230,Water Bottle,Sports,5,354.8,1774.0,Europe,Organic Search,Bank Transfer
2865,2024-09-06,1439,Yoga Mat,Sports,2,425.04,850.08,Europe,Referral,Bank Transfer
2866,2025-11-20,1404,Yoga Mat,Sports,2,410.99,821.98,Africa,Google Ads,Apple Pay
2867,2025-10-12,1058,Office Chair,Furniture,4,104.98,419.92,Africa,Google Ads,PayPal
2868,2025-03-20,1282,Laptop Backpack,Accessories,1,20.39,20.39,North America,Meta Ads,PayPal
2869,2025-11-10,1258,Running Shoes,Fashion,2,452.03,904.06,Australia,Meta Ads,Credit Card
2870,2025-11-20,1276,Office Chair,Furniture,2,187.68,375.36,Europe,Organic Search,Credit Card
2871,2025-06-25,1244,Bluetooth Speaker,Electronics,1,214.91,214.91,Africa,Organic Search,Bank Transfer
2872,2024-04-07,1333,Wireless Headphones,Electronics,4,382.65,1530.6,Asia,Referral,PayPal
2873,2024-01-07,1325,Office Chair,Furniture,5,68.22,341.1,Asia,Meta Ads,Credit Card
2874,2025-09-28,1065,Denim Jacket,Fashion,5,233.41,1167.05,Africa,Google Ads,Bank Transfer
2875,2025-05-30,1355,Smart Watch,Electronics,3,485.57,1456.71,Africa,Referral,PayPal
2876,2025-07-08,1354,Laptop Backpack,Accessories,3,337.16,1011.48,Europe,Google Ads,PayPal
2877,2025-12-19,1200,Water Bottle,Sports,3,354.05,1062.15,Africa,Referral,Bank Transfer
2878,2024-06-23,1313,Bluetooth Speaker,Electronics,5,418.13,2090.65,Europe,Email,Bank Transfer
2879,2024-07-28,1157,LED Desk Lamp,Furniture,5,304.72,1523.6,Europe,Email,Apple Pay
2880,2024-08-16,1308,Laptop Backpack,Accessories,4,321.57,1286.28,North America,Organic Search,Apple Pay
2881,2024-05-19,1296,LED Desk Lamp,Furniture,1,233.62,233.62,Africa,Meta Ads,Bank Transfer
2882,2025-03-09,1302,Laptop Backpack,Accessories,1,386.95,386.95,Australia,Referral,Bank Transfer
2883,2025-05-11,1011,Office Chair,Furniture,1,285.56,285.56,Australia,Organic Search,Apple Pay
2884,2025-12-03,1348,Denim Jacket,Fashion,3,288.39,865.17,Australia,Referral,Apple Pay
2885,2025-02-19,1141,Smart Watch,Electronics,5,112.9,564.5,Australia,Referral,Apple Pay
2886,2024-04-25,1210,Denim Jacket,Fashion,2,158.71,317.42,Africa,Referral,Apple Pay
2887,2024-07-30,1204,LED Desk Lamp,Furniture,5,408.05,2040.25,North America,Organic Search,Apple Pay
2888,2025-08-21,1273,Wireless Headphones,Electronics,3,159.21,477.63,North America,Referral,PayPal
2889,2025-11-09,1327,Office Chair,Furniture,4,440.4,1761.6,Asia,Meta Ads,Credit Card
2890,2024-02-02,1083,Water Bottle,Sports,2,481.37,962.74,North America,Organic Search,Bank Transfer
2891,2024-10-23,1283,LED Desk Lamp,Furniture,1,28.68,28.68,Australia,Meta Ads,Apple Pay
2892,2025-07-01,1426,Laptop Backpack,Accessories,3,269.64,808.92,Europe,Google Ads,PayPal
2893,2025-11-12,1411,Wireless Headphones,Electronics,3,251.58,754.74,Australia,Referral,PayPal
2894,2025-09-25,1304,Denim Jacket,Fashion,3,420.04,1260.12,North America,Referral,Apple Pay
2895,2025-03-01,1443,Yoga Mat,Sports,1,91.7,91.7,Africa,Email,Credit Card
2896,2024-02-18,1000,Yoga Mat,Sports,1,346.24,346.24,Africa,Organic Search,Credit Card
2897,2025-08-29,1454,LED Desk Lamp,Furniture,3,329.62,988.86,North America,Email,Bank Transfer
2898,2024-10-26,1049,Office Chair,Furniture,3,388.28,1164.84,Europe,Organic Search,Apple Pay
2899,2025-03-18,1229,LED Desk Lamp,Furniture,1,261.27,261.27,Africa,Google Ads,Credit Card
2900,2025-06-27,1241,Running Shoes,Fashion,4,441.53,1766.12,North America,Google Ads,Credit Card
2901,2025-10-08,1384,Yoga Mat,Sports,4,198.73,794.92,North America,Google Ads,PayPal
2902,2024-10-04,1470,Laptop Backpack,Accessories,3,475.85,1427.55,Asia,Meta Ads,Credit Card
2903,2025-02-06,1247,Laptop Backpack,Accessories,3,478.25,1434.75,Australia,Organic Search,Apple Pay
2904,2024-06-17,1154,Wireless Headphones,Electronics,4,88.05,352.2,Europe,Google Ads,Apple Pay
2905,2024-12-18,1312,LED Desk Lamp,Furniture,4,438.68,1754.72,Europe,Email,Bank Transfer
2906,2024-07-01,1094,Running Shoes,Fashion,1,312.31,312.31,Asia,Meta Ads,PayPal
2907,2025-10-12,1331,Laptop Backpack,Accessories,4,400.7,1602.8,Asia,Organic Search,Apple Pay
2908,2025-05-06,1461,Water Bottle,Sports,3,279.77,839.31,Asia,Email,PayPal
2909,2025-09-07,1223,Bluetooth Speaker,Electronics,2,66.27,132.54,Europe,Referral,PayPal
2910,2024-11-16,1003,Denim Jacket,Fashion,1,485.34,485.34,Asia,Email,Apple Pay
2911,2024-08-11,1052,Running Shoes,Fashion,5,47.05,235.25,Europe,Organic Search,PayPal
2912,2025-11-05,1094,Smart Watch,Electronics,1,466.06,466.06,Africa,Meta Ads,PayPal
2913,2025-10-10,1496,Denim Jacket,Fashion,4,95.39,381.56,Asia,Referral,PayPal
2914,2025-09-24,1177,Office Chair,Furniture,3,361.94,1085.82,Asia,Referral,Apple Pay
2915,2024-06-24,1092,LED Desk Lamp,Furniture,3,101.75,305.25,Asia,Meta Ads,Apple Pay
2916,2024-04-13,1207,Smart Watch,Electronics,5,177.29,886.45,Asia,Referral,Credit Card
2917,2025-04-04,1034,Wireless Headphones,Electronics,3,459.79,1379.37,Australia,Google Ads,Apple Pay
2918,2024-11-11,1306,Smart Watch,Electronics,3,235.15,705.45,Asia,Email,Bank Transfer
2919,2024-08-23,1391,Bluetooth Speaker,Electronics,2,191.18,382.36,Europe,Email,Bank Transfer
2920,2025-06-25,1374,Laptop Backpack,Accessories,1,419.97,419.97,Africa,Google Ads,Apple Pay
2921,2025-08-17,1153,LED Desk Lamp,Furniture,4,115.73,462.92,Asia,Referral,PayPal
2922,2024-02-07,1170,Yoga Mat,Sports,4,265.06,1060.24,North America,Meta Ads,PayPal
2923,2024-05-07,1271,Yoga Mat,Sports,4,59.91,239.64,North America,Meta Ads,PayPal
2924,2025-10-21,1266,LED Desk Lamp,Furniture,2,225.02,450.04,North America,Referral,Bank Transfer
2925,2025-06-02,1273,Running Shoes,Fashion,5,52.79,263.95,Europe,Organic Search,Bank Transfer
2926,2024-07-20,1004,Laptop Backpack,Accessories,5,228.7,1143.5,Asia,Google Ads,Apple Pay
2927,2024-07-04,1062,Denim Jacket,Fashion,3,216.12,648.36,Europe,Email,PayPal
2928,2025-05-09,1415,Office Chair,Furniture,1,68.73,68.73,Australia,Google Ads,Apple Pay
2929,2025-03-11,1351,Denim Jacket,Fashion,2,160.42,320.84,Africa,Organic Search,Credit Card
2930,2025-05-05,1226,Water Bottle,Sports,2,304.4,608.8,Africa,Referral,Credit Card
2931,2024-11-13,1114,Yoga Mat,Sports,4,85.54,342.16,Australia,Referral,Apple Pay
2932,2025-01-20,1322,Water Bottle,Sports,3,486.4,1459.2,Asia,Google Ads,Credit Card
2933,2025-12-07,1018,Smart Watch,Electronics,1,275.49,275.49,Australia,Email,Bank Transfer
2934,2024-08-21,1295,Wireless Headphones,Electronics,5,454.84,2274.2,Asia,Meta Ads,Credit Card
2935,2025-12-22,1043,Office Chair,Furniture,5,216.61,1083.05,Australia,Email,Apple Pay
2936,2024-06-23,1333,Laptop Backpack,Accessories,4,152.93,611.72,Australia,Referral,Apple Pay
2937,2025-09-26,1384,LED Desk Lamp,Furniture,4,299.76,1199.04,Africa,Meta Ads,Apple Pay
2938,2025-05-17,1168,LED Desk Lamp,Furniture,3,382.03,1146.09,Europe,Referral,Credit Card
2939,2025-08-29,1026,Running Shoes,Fashion,2,54.3,108.6,Australia,Organic Search,Credit Card
2940,2024-05-20,1153,Office Chair,Furniture,5,110.02,550.1,Australia,Organic Search,Credit Card
2941,2025-04-18,1007,Bluetooth Speaker,Electronics,5,273.98,1369.9,Asia,Email,Credit Card
2942,2024-09-29,1406,Yoga Mat,Sports,4,258.24,1032.96,Europe,Referral,Bank Transfer
2943,2025-06-19,1053,Smart Watch,Electronics,2,368.54,737.08,North America,Meta Ads,Apple Pay
2944,2025-03-20,1434,Office Chair,Furniture,1,392.17,392.17,Australia,Meta Ads,Bank Transfer
2945,2025-07-05,1040,Laptop Backpack,Accessories,3,296.69,890.07,North America,Referral,PayPal
2946,2024-04-17,1227,Denim Jacket,Fashion,5,42.56,212.8,Asia,Meta Ads,Bank Transfer
2947,2025-03-09,1299,Yoga Mat,Sports,2,415.09,830.18,Asia,Google Ads,Apple Pay
2948,2025-05-31,1275,Wireless Headphones,Electronics,4,481.37,1925.48,North America,Email,PayPal
2949,2024-05-09,1344,Water Bottle,Sports,1,378.14,378.14,North America,Google Ads,PayPal
2950,2025-08-21,1040,Wireless Headphones,Electronics,2,480.09,960.18,Australia,Meta Ads,Bank Transfer
2951,2024-11-10,1068,Bluetooth Speaker,Electronics,3,78.21,234.63,Africa,Google Ads,Credit Card
2952,2025-12-07,1271,Bluetooth Speaker,Electronics,5,402.85,2014.25,Australia,Google Ads,Credit Card
2953,2024-10-17,1167,Wireless Headphones,Electronics,2,163.68,327.36,Africa,Meta Ads,Bank Transfer
2954,2024-03-12,1463,Bluetooth Speaker,Electronics,5,258.17,1290.85,Africa,Organic Search,PayPal
2955,2025-03-26,1040,Yoga Mat,Sports,3,264.64,793.92,Australia,Organic Search,PayPal
2956,2024-08-02,1180,Yoga Mat,Sports,5,48.97,244.85,North America,Email,Apple Pay
2957,2025-03-16,1046,Bluetooth Speaker,Electronics,3,236.17,708.51,Europe,Google Ads,Apple Pay
2958,2025-01-30,1420,Water Bottle,Sports,2,300.7,601.4,Australia,Meta Ads,Apple Pay
2959,2024-12-21,1404,Smart Watch,Electronics,1,202.32,202.32,Europe,Organic Search,Credit Card
2960,2025-11-06,1068,Office Chair,Furniture,2,246.34,492.68,Europe,Organic Search,Credit Card
2961,2024-06-11,1278,LED Desk Lamp,Furniture,4,498.45,1993.8,Africa,Organic Search,Credit Card
2962,2024-12-17,1468,Yoga Mat,Sports,3,105.0,315.0,North America,Organic Search,Apple Pay
2963,2024-09-19,1035,Water Bottle,Sports,1,36.78,36.78,North America,Referral,Bank Transfer
2964,2024-11-27,1324,Yoga Mat,Sports,3,277.0,831.0,Asia,Organic Search,Apple Pay
2965,2024-02-13,1499,Bluetooth Speaker,Electronics,1,37.99,37.99,Australia,Referral,Credit Card
2966,2024-05-18,1251,Yoga Mat,Sports,1,146.75,146.75,Africa,Organic Search,PayPal
2967,2025-03-08,1068,Office Chair,Furniture,1,146.38,146.38,Asia,Email,Bank Transfer
2968,2024-04-28,1270,LED Desk Lamp,Furniture,2,304.15,608.3,Europe,Google Ads,Bank Transfer
2969,2025-08-11,1408,Wireless Headphones,Electronics,4,257.74,1030.96,Asia,Referral,Credit Card
2970,2025-08-06,1088,Running Shoes,Fashion,5,277.56,1387.8,Asia,Referral,Bank Transfer
2971,2024-10-03,1446,Bluetooth Speaker,Electronics,3,73.71,221.13,Europe,Email,Bank Transfer
2972,2024-05-19,1433,Denim Jacket,Fashion,1,237.69,237.69,Europe,Google Ads,Bank Transfer
2973,2025-07-20,1491,Office Chair,Furniture,1,398.64,398.64,Africa,Email,Credit Card
2974,2024-07-26,1156,Yoga Mat,Sports,5,261.86,1309.3,Australia,Google Ads,Bank Transfer
2975,2024-07-29,1280,Denim Jacket,Fashion,4,332.91,1331.64,Asia,Referral,PayPal
